kappa,delta,origin,destination,query_time,duration,marker
0.7,3.0,DIA,27th & Welton,16:04:00,61.55,1
0.7,3.0,DIA,27th & Welton,16:05:00,60.55,1
0.7,3.0,DIA,27th & Welton,16:06:00,59.55,1
0.7,3.0,DIA,27th & Welton,16:07:00,58.55,1
0.7,3.0,DIA,27th & Welton,16:08:00,57.55,1
0.7,3.0,DIA,27th & Welton,16:09:00,56.55,1
0.7,3.0,DIA,27th & Welton,16:10:00,55.55,1
0.7,3.0,DIA,27th & Welton,16:11:00,69.55,1
0.7,3.0,DIA,27th & Welton,16:12:00,68.55,1
0.7,3.0,DIA,27th & Welton,16:13:00,67.55,1
0.7,3.0,DIA,27th & Welton,16:14:00,66.55,1
0.7,3.0,DIA,27th & Welton,16:15:00,65.55,1
0.7,3.0,DIA,27th & Welton,16:16:00,64.55,1
0.7,3.0,DIA,27th & Welton,16:17:00,63.55,1
0.7,3.0,DIA,27th & Welton,16:18:00,62.55,1
0.7,3.0,DIA,27th & Welton,16:19:00,61.55,1
0.7,3.0,DIA,27th & Welton,16:20:00,60.55,1
0.7,3.0,DIA,27th & Welton,16:21:00,59.55,1
0.7,3.0,DIA,27th & Welton,16:22:00,58.55,1
0.7,3.0,DIA,27th & Welton,16:23:00,57.55,1
0.7,3.0,DIA,27th & Welton,16:24:00,56.55,1
0.7,3.0,DIA,27th & Welton,16:25:00,55.55,1
0.7,3.0,DIA,27th & Welton,16:26:00,69.55,1
0.7,3.0,DIA,27th & Welton,16:27:00,68.55,1
0.7,3.0,DIA,27th & Welton,16:28:00,67.55,1
0.7,3.0,DIA,27th & Welton,16:29:00,66.55,1
0.7,3.0,DIA,27th & Welton,16:30:00,65.55,1
0.7,3.0,DIA,27th & Welton,16:31:00,64.55,1
0.7,3.0,DIA,27th & Welton,16:32:00,63.55,1
0.7,3.0,DIA,27th & Welton,16:33:00,62.55,1
0.7,3.0,DIA,27th & Welton,16:34:00,61.55,1
0.7,3.0,DIA,27th & Welton,16:35:00,60.55,1
0.7,3.0,DIA,27th & Welton,16:36:00,59.55,1
0.7,3.0,DIA,27th & Welton,16:37:00,58.55,1
0.7,3.0,DIA,27th & Welton,16:38:00,57.55,1
0.7,3.0,DIA,27th & Welton,16:39:00,56.55,1
0.7,3.0,DIA,27th & Welton,16:40:00,55.55,1
0.7,3.0,DIA,27th & Welton,16:41:00,69.55,1
0.7,3.0,DIA,27th & Welton,16:42:00,68.55,1
0.7,3.0,DIA,27th & Welton,16:43:00,67.55,1
0.7,3.0,DIA,27th & Welton,16:44:00,66.55,1
0.7,3.0,DIA,27th & Welton,16:45:00,65.55,1
0.7,3.0,DIA,27th & Welton,16:46:00,64.55,1
0.7,3.0,DIA,27th & Welton,16:47:00,63.55,1
0.7,3.0,DIA,27th & Welton,16:48:00,62.55,1
0.7,3.0,DIA,27th & Welton,16:49:00,61.55,1
0.7,3.0,DIA,27th & Welton,16:50:00,60.55,1
0.7,3.0,DIA,27th & Welton,16:51:00,59.55,1
0.7,3.0,DIA,27th & Welton,16:52:00,58.55,1
0.7,3.0,DIA,27th & Welton,16:53:00,57.55,1
0.7,3.0,DIA,27th & Welton,16:54:00,56.55,1
0.7,3.0,DIA,27th & Welton,16:55:00,55.55,1
0.7,3.0,DIA,27th & Welton,16:56:00,69.55,1
0.7,3.0,DIA,27th & Welton,16:57:00,68.55,1
0.7,3.0,DIA,27th & Welton,16:58:00,67.55,1
0.7,3.0,DIA,27th & Welton,16:59:00,66.55,1
0.7,3.0,DIA,27th & Welton,17:00:00,65.55,1
0.7,3.0,DIA,27th & Welton,17:01:00,64.55,1
0.7,3.0,DIA,27th & Welton,17:02:00,63.55,1
0.7,3.0,DIA,27th & Welton,17:03:00,62.55,1
0.7,3.0,DIA,27th & Welton,17:04:00,61.55,1
0.7,3.0,DIA,27th & Welton,17:05:00,60.55,1
0.7,3.0,DIA,27th & Welton,17:06:00,59.55,1
0.7,3.0,DIA,27th & Welton,17:07:00,58.55,1
0.7,3.0,DIA,27th & Welton,17:08:00,57.55,1
0.7,3.0,DIA,27th & Welton,17:09:00,56.55,1
0.7,3.0,DIA,27th & Welton,17:10:00,55.55,1
0.7,3.0,DIA,27th & Welton,17:11:00,69.55,1
0.7,3.0,DIA,27th & Welton,17:12:00,68.55,1
0.7,3.0,DIA,27th & Welton,17:13:00,67.55,1
0.7,3.0,DIA,27th & Welton,17:14:00,66.55,1
0.7,3.0,DIA,27th & Welton,17:15:00,65.55,1
0.7,3.0,DIA,27th & Welton,17:16:00,64.55,1
0.7,3.0,DIA,27th & Welton,17:17:00,63.55,1
0.7,3.0,DIA,27th & Welton,17:18:00,62.55,1
0.7,3.0,DIA,27th & Welton,17:19:00,61.55,1
0.7,3.0,DIA,27th & Welton,17:20:00,60.55,1
0.7,3.0,DIA,27th & Welton,17:21:00,59.55,1
0.7,3.0,DIA,27th & Welton,17:22:00,58.55,1
0.7,3.0,DIA,27th & Welton,17:23:00,57.55,1
0.7,3.0,DIA,27th & Welton,17:24:00,56.55,1
0.7,3.0,DIA,27th & Welton,17:25:00,55.55,1
0.7,3.0,DIA,27th & Welton,17:26:00,69.55,1
0.7,3.0,DIA,27th & Welton,17:27:00,68.55,1
0.7,3.0,DIA,27th & Welton,17:28:00,67.55,1
0.7,3.0,DIA,27th & Welton,17:29:00,66.55,1
0.7,3.0,DIA,27th & Welton,17:30:00,65.55,1
0.7,3.0,DIA,27th & Welton,17:31:00,64.55,1
0.7,3.0,DIA,27th & Welton,17:32:00,63.55,1
0.7,3.0,DIA,27th & Welton,17:33:00,62.55,1
0.7,3.0,DIA,27th & Welton,17:34:00,61.55,1
0.7,3.0,DIA,27th & Welton,17:35:00,60.55,1
0.7,3.0,DIA,27th & Welton,17:36:00,59.55,1
0.7,3.0,DIA,27th & Welton,17:37:00,58.55,1
0.7,3.0,DIA,27th & Welton,17:38:00,57.55,1
0.7,3.0,DIA,27th & Welton,17:39:00,56.55,1
0.7,3.0,DIA,27th & Welton,17:40:00,55.55,1
0.7,3.0,DIA,27th & Welton,17:41:00,69.55,1
0.7,3.0,DIA,27th & Welton,17:42:00,68.55,1
0.7,3.0,DIA,27th & Welton,17:43:00,67.55,1
0.7,3.0,DIA,27th & Welton,17:44:00,66.55,1
0.7,3.0,DIA,27th & Welton,17:45:00,65.55,1
0.7,3.0,DIA,27th & Welton,17:46:00,64.55,1
0.7,3.0,DIA,27th & Welton,17:47:00,63.55,1
0.7,3.0,DIA,27th & Welton,17:48:00,62.55,1
0.7,3.0,DIA,27th & Welton,17:49:00,61.55,1
0.7,3.0,DIA,27th & Welton,17:50:00,60.55,1
0.7,3.0,DIA,27th & Welton,17:51:00,59.55,1
0.7,3.0,DIA,27th & Welton,17:52:00,58.55,1
0.7,3.0,DIA,27th & Welton,17:53:00,57.55,1
0.7,3.0,DIA,27th & Welton,17:54:00,56.55,1
0.7,3.0,DIA,27th & Welton,17:55:00,55.55,1
0.7,3.0,DIA,27th & Welton,17:56:00,69.55,1
0.7,3.0,DIA,27th & Welton,17:57:00,68.55,1
0.7,3.0,DIA,27th & Welton,17:58:00,67.55,1
0.7,3.0,DIA,27th & Welton,17:59:00,66.55,1
0.7,3.0,20th & Welton,DIA,15:00:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:01:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:02:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:03:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:04:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:05:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:06:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:07:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:08:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:09:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:10:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:11:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:12:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:13:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:14:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:15:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:16:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:17:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:18:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:19:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:20:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:21:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:22:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:23:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:24:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:25:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:26:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:27:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:28:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:29:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:30:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:31:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:32:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:33:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:34:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:35:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:36:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:37:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:38:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:39:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:40:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:41:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:42:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:43:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:44:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:45:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:46:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:47:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:48:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:49:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:50:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:51:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:52:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:53:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:54:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:55:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:56:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:57:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:58:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,15:59:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:00:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:01:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:02:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:03:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:04:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:05:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:06:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:07:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:08:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:09:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:10:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:11:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:12:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:13:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:14:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:15:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:16:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:17:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:18:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:19:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:20:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:21:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:22:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:23:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:24:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:25:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:26:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:27:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:28:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:29:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:30:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:31:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:32:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:33:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:34:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:35:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:36:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:37:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:38:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:39:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:40:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:41:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:42:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:43:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:44:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:45:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:46:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:47:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:48:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:49:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:50:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:51:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:52:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:53:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:54:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:55:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:56:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:57:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:58:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,16:59:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:00:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:01:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:02:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:03:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:04:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:05:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:06:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:07:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:08:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:09:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:10:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:11:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:12:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:13:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:14:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:15:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:16:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:17:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:18:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:19:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:20:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:21:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:22:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:23:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:24:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:25:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:26:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:27:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:28:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:29:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:30:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:31:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:32:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:33:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:34:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:35:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:36:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:37:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:38:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:39:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:40:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:41:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:42:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:43:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:44:00,54.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:45:00,53.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:46:00,52.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:47:00,51.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:48:00,50.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:49:00,49.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:50:00,48.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:51:00,47.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:52:00,61.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:53:00,60.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:54:00,59.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:55:00,58.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:56:00,57.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:57:00,56.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:58:00,55.333333333333336,1
0.7,3.0,20th & Welton,DIA,17:59:00,54.333333333333336,1
0.7,3.0,DIA,20th & Welton,15:00:00,70.55,1
0.7,3.0,DIA,20th & Welton,15:01:00,69.55,1
0.7,3.0,DIA,20th & Welton,15:02:00,68.55,1
0.7,3.0,DIA,20th & Welton,15:03:00,67.55,1
0.7,3.0,DIA,20th & Welton,15:04:00,66.55,1
0.7,3.0,DIA,20th & Welton,15:05:00,65.55,1
0.7,3.0,DIA,20th & Welton,15:06:00,64.55,1
0.7,3.0,DIA,20th & Welton,15:07:00,63.55,1
0.7,3.0,DIA,20th & Welton,15:08:00,62.55,1
0.7,3.0,DIA,20th & Welton,15:09:00,61.55,1
0.7,3.0,DIA,20th & Welton,15:10:00,60.55,1
0.7,3.0,DIA,20th & Welton,15:11:00,74.55,1
0.7,3.0,DIA,20th & Welton,15:12:00,73.55,1
0.7,3.0,DIA,20th & Welton,15:13:00,72.55,1
0.7,3.0,DIA,20th & Welton,15:14:00,71.55,1
0.7,3.0,DIA,20th & Welton,15:15:00,70.55,1
0.7,3.0,DIA,20th & Welton,15:16:00,69.55,1
0.7,3.0,DIA,20th & Welton,15:17:00,68.55,1
0.7,3.0,DIA,20th & Welton,15:18:00,67.55,1
0.7,3.0,DIA,20th & Welton,15:19:00,66.55,1
0.7,3.0,DIA,20th & Welton,15:20:00,65.55,1
0.7,3.0,DIA,20th & Welton,15:21:00,64.55,1
0.7,3.0,DIA,20th & Welton,15:22:00,63.55,1
0.7,3.0,DIA,20th & Welton,15:23:00,62.55,1
0.7,3.0,DIA,20th & Welton,15:24:00,61.55,1
0.7,3.0,DIA,20th & Welton,15:25:00,60.55,1
0.7,3.0,DIA,20th & Welton,15:26:00,74.55,1
0.7,3.0,DIA,20th & Welton,15:27:00,73.55,1
0.7,3.0,DIA,20th & Welton,15:28:00,72.55,1
0.7,3.0,DIA,20th & Welton,15:29:00,71.55,1
0.7,3.0,DIA,20th & Welton,15:30:00,70.55,1
0.7,3.0,DIA,20th & Welton,15:31:00,69.55,1
0.7,3.0,DIA,20th & Welton,15:32:00,68.55,1
0.7,3.0,DIA,20th & Welton,15:33:00,67.55,1
0.7,3.0,DIA,20th & Welton,15:34:00,66.55,1
0.7,3.0,DIA,20th & Welton,15:35:00,65.55,1
0.7,3.0,DIA,20th & Welton,15:36:00,64.55,1
0.7,3.0,DIA,20th & Welton,15:37:00,63.55,1
0.7,3.0,DIA,20th & Welton,15:38:00,62.55,1
0.7,3.0,DIA,20th & Welton,15:39:00,61.55,1
0.7,3.0,DIA,20th & Welton,15:40:00,60.55,1
0.7,3.0,DIA,20th & Welton,15:41:00,74.55,1
0.7,3.0,DIA,20th & Welton,15:42:00,73.55,1
0.7,3.0,DIA,20th & Welton,15:43:00,72.55,1
0.7,3.0,DIA,20th & Welton,15:44:00,71.55,1
0.7,3.0,DIA,20th & Welton,15:45:00,70.55,1
0.7,3.0,DIA,20th & Welton,15:46:00,69.55,1
0.7,3.0,DIA,20th & Welton,15:47:00,68.55,1
0.7,3.0,DIA,20th & Welton,15:48:00,67.55,1
0.7,3.0,DIA,20th & Welton,15:49:00,66.55,1
0.7,3.0,DIA,20th & Welton,15:50:00,65.55,1
0.7,3.0,DIA,20th & Welton,15:51:00,64.55,1
0.7,3.0,DIA,20th & Welton,15:52:00,63.55,1
0.7,3.0,DIA,20th & Welton,15:53:00,62.55,1
0.7,3.0,DIA,20th & Welton,15:54:00,61.55,1
0.7,3.0,DIA,20th & Welton,15:55:00,60.55,1
0.7,3.0,DIA,20th & Welton,15:56:00,74.55,1
0.7,3.0,DIA,20th & Welton,15:57:00,73.55,1
0.7,3.0,DIA,20th & Welton,15:58:00,72.55,1
0.7,3.0,DIA,20th & Welton,15:59:00,71.55,1
0.7,3.0,DIA,20th & Welton,16:00:00,70.55,1
0.7,3.0,DIA,20th & Welton,16:01:00,69.55,1
0.7,3.0,DIA,20th & Welton,16:02:00,68.55,1
0.7,3.0,DIA,20th & Welton,16:03:00,67.55,1
0.7,3.0,DIA,20th & Welton,16:04:00,66.55,1
0.7,3.0,DIA,20th & Welton,16:05:00,65.55,1
0.7,3.0,DIA,20th & Welton,16:06:00,64.55,1
0.7,3.0,DIA,20th & Welton,16:07:00,63.55,1
0.7,3.0,DIA,20th & Welton,16:08:00,62.55,1
0.7,3.0,DIA,20th & Welton,16:09:00,61.55,1
0.7,3.0,DIA,20th & Welton,16:10:00,60.55,1
0.7,3.0,DIA,20th & Welton,16:11:00,74.55,1
0.7,3.0,DIA,20th & Welton,16:12:00,73.55,1
0.7,3.0,DIA,20th & Welton,16:13:00,72.55,1
0.7,3.0,DIA,20th & Welton,16:14:00,71.55,1
0.7,3.0,DIA,20th & Welton,16:15:00,70.55,1
0.7,3.0,DIA,20th & Welton,16:16:00,69.55,1
0.7,3.0,DIA,20th & Welton,16:17:00,68.55,1
0.7,3.0,DIA,20th & Welton,16:18:00,67.55,1
0.7,3.0,DIA,20th & Welton,16:19:00,66.55,1
0.7,3.0,DIA,20th & Welton,16:20:00,65.55,1
0.7,3.0,DIA,20th & Welton,16:21:00,64.55,1
0.7,3.0,DIA,20th & Welton,16:22:00,63.55,1
0.7,3.0,DIA,20th & Welton,16:23:00,62.55,1
0.7,3.0,DIA,20th & Welton,16:24:00,61.55,1
0.7,3.0,DIA,20th & Welton,16:25:00,60.55,1
0.7,3.0,DIA,20th & Welton,16:26:00,74.55,1
0.7,3.0,DIA,20th & Welton,16:27:00,73.55,1
0.7,3.0,DIA,20th & Welton,16:28:00,72.55,1
0.7,3.0,DIA,20th & Welton,16:29:00,71.55,1
0.7,3.0,DIA,20th & Welton,16:30:00,70.55,1
0.7,3.0,DIA,20th & Welton,16:31:00,69.55,1
0.7,3.0,DIA,20th & Welton,16:32:00,68.55,1
0.7,3.0,DIA,20th & Welton,16:33:00,67.55,1
0.7,3.0,DIA,20th & Welton,16:34:00,66.55,1
0.7,3.0,DIA,20th & Welton,16:35:00,65.55,1
0.7,3.0,DIA,20th & Welton,16:36:00,64.55,1
0.7,3.0,DIA,20th & Welton,16:37:00,63.55,1
0.7,3.0,DIA,20th & Welton,16:38:00,62.55,1
0.7,3.0,DIA,20th & Welton,16:39:00,61.55,1
0.7,3.0,DIA,20th & Welton,16:40:00,60.55,1
0.7,3.0,DIA,20th & Welton,16:41:00,74.55,1
0.7,3.0,DIA,20th & Welton,16:42:00,73.55,1
0.7,3.0,DIA,20th & Welton,16:43:00,72.55,1
0.7,3.0,DIA,20th & Welton,16:44:00,71.55,1
0.7,3.0,DIA,20th & Welton,16:45:00,70.55,1
0.7,3.0,DIA,20th & Welton,16:46:00,69.55,1
0.7,3.0,DIA,20th & Welton,16:47:00,68.55,1
0.7,3.0,DIA,20th & Welton,16:48:00,67.55,1
0.7,3.0,DIA,20th & Welton,16:49:00,66.55,1
0.7,3.0,DIA,20th & Welton,16:50:00,65.55,1
0.7,3.0,DIA,20th & Welton,16:51:00,64.55,1
0.7,3.0,DIA,20th & Welton,16:52:00,63.55,1
0.7,3.0,DIA,20th & Welton,16:53:00,62.55,1
0.7,3.0,DIA,20th & Welton,16:54:00,61.55,1
0.7,3.0,DIA,20th & Welton,16:55:00,60.55,1
0.7,3.0,DIA,20th & Welton,16:56:00,74.55,1
0.7,3.0,DIA,20th & Welton,16:57:00,73.55,1
0.7,3.0,DIA,20th & Welton,16:58:00,72.55,1
0.7,3.0,DIA,20th & Welton,16:59:00,71.55,1
0.7,3.0,DIA,20th & Welton,17:00:00,70.55,1
0.7,3.0,DIA,20th & Welton,17:01:00,69.55,1
0.7,3.0,DIA,20th & Welton,17:02:00,68.55,1
0.7,3.0,DIA,20th & Welton,17:03:00,67.55,1
0.7,3.0,DIA,20th & Welton,17:04:00,66.55,1
0.7,3.0,DIA,20th & Welton,17:05:00,65.55,1
0.7,3.0,DIA,20th & Welton,17:06:00,64.55,1
0.7,3.0,DIA,20th & Welton,17:07:00,63.55,1
0.7,3.0,DIA,20th & Welton,17:08:00,62.55,1
0.7,3.0,DIA,20th & Welton,17:09:00,61.55,1
0.7,3.0,DIA,20th & Welton,17:10:00,60.55,1
